id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
105,transformer.h.8.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,386808,6144,82854,52224,16.000651041666668,7.869308703259144,1.6856003580583472,0.12499491394393132,125.9140625
106,transformer.h.8.mlp.c_proj.weight,Weight,8,2359296,12055770,5932222,17987992,197064443,25861140,57327324,8137220,7.624304877387153,10.955333035505019,3.1869774013686465,1.437689098371847,83.52679909600153
107,transformer.h.8.mlp.c_proj.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
108,transformer.h.8.ln_2.weight,Weight,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
109,transformer.h.8.ln_2.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
110,transformer.h.9.attn.c_attn.weight,Weight,8,1769472,8999547,6489502,15489049,158016474,19485526,44902964,7190577,8.753486350730613,10.20181897545808,2.8990136192351126,1.2580195207594733,89.30148315429688
111,transformer.h.9.attn.c_attn.bias,Bias,16,2304,0,36866,36866,53004,4608,11522,4608,16.000868055555557,1.4377475180383008,0.3125372972386481,0.12499321868388216,23.005208333333332
112,transformer.h.9.attn.c_proj.weight,Weight,8,589824,3015227,1443159,4458386,49039973,6464736,14286831,2008099,7.558841281467014,10.999490174246914,3.2044849862708165,1.4500171138165245,83.14340040418837
113,transformer.h.9.attn.c_proj.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
114,transformer.h.9.ln_1.weight,Weight,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
115,transformer.h.9.ln_1.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
116,transformer.h.9.mlp.c_fc.weight,Weight,8,2359296,12064610,6640839,18705449,199090056,25921086,56931150,8174558,7.928402794731988,10.643425667034242,3.0435596600755215,1.3857505371830423,84.38536580403645
117,transformer.h.9.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,70670,6145,15363,6144,16.000651041666668,1.4377263294950564,0.3125483175326525,0.12501525816820605,23.004557291666668
118,transformer.h.9.mlp.c_proj.weight,Weight,8,2359296,12060555,5978628,18039183,197221495,25870943,57305794,8129484,7.646002451578776,10.932950511117937,3.176739988723436,1.434152699709294,83.59336641099718
119,transformer.h.9.mlp.c_proj.bias,Bias,16,768,0,12289,12289,94305,1536,19914,13056,16.001302083333332,7.673936040361299,1.6204735942712996,0.12498982830173326,122.79296875
